region,vaccine,year,coverage
Non-programme,POL3,2017,94
Non-programme,RCV1,2017,93
Non-programme,ROTAC,2017,47
Non-programme,BCG,2018,88
Non-programme,DTP1,2018,98
Non-programme,DTP3,2018,95
Non-programme,HEPB3,2018,74
Non-programme,HEPBB,2018,31
Non-programme,HIB3,2018,94
Non-programme,IPV1,2018,99
Non-programme,MCV1,2018,93
Non-programme,MCV2,2018,91
Non-programme,PCV3,2018,89
Non-programme,POL3,2018,94
Non-programme,RCV1,2018,93
Non-programme,ROTAC,2018,50
Non-programme,BCG,2019,87
Non-programme,DTP1,2019,98
Non-programme,DTP3,2019,94
Non-programme,HEPB3,2019,90
Non-programme,HEPBB,2019,31
Non-programme,HIB3,2019,93
Non-programme,IPV1,2019,99
Non-programme,MCV1,2019,93
Non-programme,MCV2,2019,92
Non-programme,PCV3,2019,90
Non-programme,POL3,2019,94
Non-programme,RCV1,2019,93
Non-programme,ROTAC,2019,52
Non-programme,BCG,2020,86
Non-programme,DTP1,2020,97
Non-programme,DTP3,2020,94
Non-programme,HEPB3,2020,90
Non-programme,HEPBB,2020,31
Non-programme,HIB3,2020,93
Non-programme,IPV1,2020,99
Non-programme,MCV1,2020,93
Non-programme,MCV2,2020,92
Non-programme,PCV3,2020,86
Non-programme,POL3,2020,93
Non-programme,RCV1,2020,93
Non-programme,ROTAC,2020,54
Non-programme,BCG,2021,87
Non-programme,DTP1,2021,97
Non-programme,DTP3,2021,94
Non-programme,HEPB3,2021,90
Non-programme,HEPBB,2021,32
Non-programme,HIB3,2021,93
Non-programme,IPV1,2021,99
Non-programme,IPV2,2021,99
Non-programme,MCV1,2021,93
Non-programme,MCV2,2021,92
Non-programme,PCV3,2021,86
Non-programme,POL3,2021,94
Non-programme,RCV1,2021,93
Non-programme,ROTAC,2021,55
Non-programme,BCG,2022,85
Non-programme,DTP1,2022,98
Non-programme,DTP3,2022,94
Non-programme,HEPB3,2022,91
Non-programme,HEPBB,2022,34
Non-programme,HIB3,2022,93
Non-programme,IPV1,2022,99
Non-programme,IPV2,2022,99
Non-programme,MCV1,2022,94
Non-programme,MCV2,2022,91
Non-programme,PCV3,2022,87
Non-programme,POL3,2022,94
Non-programme,RCV1,2022,94
Non-programme,ROTAC,2022,62
Non-programme,BCG,2023,85
Non-programme,DTP1,2023,98
Non-programme,DTP3,2023,94
Non-programme,HEPB3,2023,90
Non-programme,HEPBB,2023,34
Non-programme,HIB3,2023,93
Non-programme,IPV1,2023,99
Non-programme,IPV2,2023,99
Non-programme,MCV1,2023,93
Non-programme,MCV2,2023,91
Non-programme,PCV3,2023,87
Non-programme,POL3,2023,93
Non-programme,RCV1,2023,93
Non-programme,ROTAC,2023,69
ROSA,BCG,2000,75
ROSA,DTP1,2000,75
ROSA,DTP3,2000,60
ROSA,HEPB3,2000,0
ROSA,HEPBB,2000,0
ROSA,HIB3,2000,0
ROSA,MCV1,2000,58
ROSA,MCV2,2000,0
ROSA,POL3,2000,60
ROSA,RCV1,2000,1
ROSA,BCG,2001,77
ROSA,DTP1,2001,76
ROSA,DTP3,2001,62
ROSA,HEPB3,2001,0
ROSA,HEPBB,2001,0
ROSA,HIB3,2001,0
ROSA,MCV1,2001,59
ROSA,MCV2,2001,0
ROSA,POL3,2001,61
ROSA,RCV1,2001,1
ROSA,BCG,2002,78
ROSA,DTP1,2002,77
ROSA,DTP3,2002,62
ROSA,HEPB3,2002,0
ROSA,HEPBB,2002,0
ROSA,HIB3,2002,0
ROSA,MCV1,2002,59
ROSA,MCV2,2002,1
ROSA,POL3,2002,61
ROSA,RCV1,2002,1
ROSA,BCG,2003,79
ROSA,DTP1,2003,77
ROSA,DTP3,2003,64
ROSA,HEPB3,2003,10
ROSA,HEPBB,2003,0
ROSA,HIB3,2003,0
ROSA,MCV1,2003,62
ROSA,MCV2,2003,1
ROSA,POL3,2003,62
ROSA,RCV1,2003,1
ROSA,BCG,2004,81
ROSA,DTP1,2004,79
ROSA,DTP3,2004,67
ROSA,HEPB3,2004,15
ROSA,HEPBB,2004,0
ROSA,HIB3,2004,0
ROSA,MCV1,2004,66
ROSA,MCV2,2004,1
ROSA,POL3,2004,63
ROSA,RCV1,2004,1
ROSA,BCG,2005,85
ROSA,DTP1,2005,82
ROSA,DTP3,2005,68
ROSA,HEPB3,2005,21
ROSA,HEPBB,2005,0
ROSA,HIB3,2005,0
ROSA,MCV1,2005,69
ROSA,MCV2,2005,1
ROSA,POL3,2005,68
ROSA,RCV1,2005,1
ROSA,BCG,2006,85
ROSA,DTP1,2006,81
ROSA,DTP3,2006,67
ROSA,HEPB3,2006,23
ROSA,HEPBB,2006,0
ROSA,HIB3,2006,0
ROSA,MCV1,2006,69
ROSA,MCV2,2006,1
ROSA,POL3,2006,68
ROSA,RCV1,2006,1
ROSA,ROTAC,2006,0
ROSA,BCG,2007,86
ROSA,DTP1,2007,81
ROSA,DTP3,2007,66
ROSA,HEPB3,2007,26
ROSA,HEPBB,2007,0
ROSA,HIB3,2007,0
ROSA,MCV1,2007,70
ROSA,MCV2,2007,1
ROSA,POL3,2007,68
ROSA,RCV1,2007,1
ROSA,ROTAC,2007,0
ROSA,BCG,2008,85
ROSA,DTP1,2008,81
ROSA,DTP3,2008,70
ROSA,HEPB3,2008,42
ROSA,HEPBB,2008,6
ROSA,HIB3,2008,0
ROSA,MCV1,2008,71
ROSA,MCV2,2008,2
ROSA,PCV3,2008,0
ROSA,POL3,2008,69
ROSA,RCV1,2008,1
ROSA,ROTAC,2008,0
ROSA,BCG,2009,86
ROSA,DTP1,2009,82
ROSA,DTP3,2009,73
ROSA,HEPB3,2009,47
ROSA,HEPBB,2009,6
ROSA,HIB3,2009,19
ROSA,MCV1,2009,76
ROSA,MCV2,2009,6
ROSA,PCV3,2009,0
ROSA,POL3,2009,72
ROSA,RCV1,2009,1
ROSA,ROTAC,2009,0
ROSA,BCG,2010,87
ROSA,DTP1,2010,84
ROSA,DTP3,2010,76
ROSA,HEPB3,2010,47
ROSA,HEPBB,2010,6
ROSA,HIB3,2010,20
ROSA,MCV1,2010,78
ROSA,MCV2,2010,7
ROSA,PCV3,2010,0
ROSA,POL3,2010,74
ROSA,RCV1,2010,1
ROSA,ROTAC,2010,0
ROSA,BCG,2011,89
ROSA,DTP1,2011,88
ROSA,DTP3,2011,80
ROSA,HEPB3,2011,54
ROSA,HEPBB,2011,6
ROSA,HIB3,2011,23
ROSA,MCV1,2011,80
ROSA,MCV2,2011,27
ROSA,PCV3,2011,0
ROSA,POL3,2011,78
ROSA,RCV1,2011,1
ROSA,ROTAC,2011,0
ROSA,BCG,2012,89
ROSA,DTP1,2012,88
ROSA,DTP3,2012,80
ROSA,HEPB3,2012,74
ROSA,HEPBB,2012,16
ROSA,HIB3,2012,23
ROSA,MCV1,2012,79
ROSA,MCV2,2012,37
ROSA,PCV3,2012,0
ROSA,POL3,2012,78
ROSA,RCV1,2012,2
ROSA,ROTAC,2012,0
ROSA,BCG,2013,90
ROSA,DTP1,2013,88
ROSA,DTP3,2013,81
ROSA,HEPB3,2013,72
ROSA,HEPBB,2013,25
ROSA,HIB3,2013,38
ROSA,MCV1,2013,80
ROSA,MCV2,2013,52
ROSA,PCV3,2013,11
ROSA,POL3,2013,80
ROSA,RCV1,2013,10
ROSA,ROTAC,2013,0
ROSA,BCG,2014,89
ROSA,DTP1,2014,89
ROSA,DTP3,2014,83
ROSA,HEPB3,2014,79
ROSA,HEPBB,2014,28
ROSA,HIB3,2014,39
ROSA,MCV1,2014,83
ROSA,MCV2,2014,59
ROSA,PCV3,2014,14
ROSA,POL3,2014,82
ROSA,RCV1,2014,11
ROSA,ROTAC,2014,0
ROSA,BCG,2015,88
ROSA,DTP1,2015,89
ROSA,DTP3,2015,85
ROSA,HEPB3,2015,85
ROSA,HEPBB,2015,30
ROSA,HIB3,2015,56
ROSA,IPV1,2015,10
ROSA,MCV1,2015,85
ROSA,MCV2,2015,67
ROSA,PCV3,2015,21
ROSA,POL3,2015,84
ROSA,RCV1,2015,11
ROSA,ROTAC,2015,0
ROSA,BCG,2016,89
ROSA,DTP1,2016,90
ROSA,DTP3,2016,86
ROSA,HEPB3,2016,86
ROSA,HEPBB,2016,32
ROSA,HIB3,2016,80
ROSA,IPV1,2016,49
ROSA,MCV1,2016,86
ROSA,MCV2,2016,74
ROSA,PCV3,2016,25
ROSA,POL3,2016,85
ROSA,RCV1,2016,11
ROSA,ROTAC,2016,3
ROSA,BCG,2017,91
ROSA,DTP1,2017,90
ROSA,DTP3,2017,86
ROSA,HEPB3,2017,86
ROSA,HEPBB,2017,37
ROSA,HIB3,2017,86
ROSA,IPV1,2017,52
ROSA,MCV1,2017,87
ROSA,MCV2,2017,77
ROSA,PCV3,2017,27
ROSA,POL3,2017,87
ROSA,RCV1,2017,15
ROSA,ROTAC,2017,11
ROSA,BCG,2018,92
ROSA,DTP1,2018,92
ROSA,DTP3,2018,88
ROSA,HEPB3,2018,88
ROSA,HEPBB,2018,37
ROSA,HIB3,2018,88
ROSA,IPV1,2018,74
ROSA,MCV1,2018,90
ROSA,MCV2,2018,79
ROSA,PCV3,2018,31
ROSA,POL3,2018,88
ROSA,RCV1,2018,73
ROSA,ROTAC,2018,35
ROSA,BCG,2019,92
ROSA,DTP1,2019,93
ROSA,DTP3,2019,89
ROSA,HEPB3,2019,89
ROSA,HEPBB,2019,39
ROSA,HIB3,2019,89
ROSA,IPV1,2019,83
ROSA,MCV1,2019,91
ROSA,MCV2,2019,81
ROSA,PCV3,2019,38
ROSA,POL3,2019,89
ROSA,RCV1,2019,74
ROSA,ROTAC,2019,53
ROSA,BCG,2020,87
ROSA,DTP1,2020,88
ROSA,DTP3,2020,84
ROSA,HEPB3,2020,84
ROSA,HEPBB,2020,37
ROSA,HIB3,2020,84
ROSA,IPV1,2020,82
ROSA,MCV1,2020,87
ROSA,MCV2,2020,80
ROSA,PCV3,2020,42
ROSA,POL3,2020,85
ROSA,RCV1,2020,70
ROSA,ROTAC,2020,72
ROSA,BCG,2021,87
ROSA,DTP1,2021,89
ROSA,DTP3,2021,85
ROSA,HEPB3,2021,85
ROSA,HEPBB,2021,38
ROSA,HIB3,2021,85
ROSA,IPV1,2021,83
ROSA,IPV2,2021,7
ROSA,MCV1,2021,87
ROSA,MCV2,2021,81
ROSA,PCV3,2021,45
ROSA,POL3,2021,85
ROSA,RCV1,2021,70
ROSA,ROTAC,2021,74
ROSA,BCG,2022,92
ROSA,DTP1,2022,94
ROSA,DTP3,2022,91
ROSA,HEPB3,2022,91
ROSA,HEPBB,2022,43
ROSA,HIB3,2022,91
ROSA,IPV1,2022,90
ROSA,IPV2,2022,17
ROSA,MCV1,2022,91
ROSA,MCV2,2022,87
ROSA,PCV3,2022,72
ROSA,POL3,2022,91
ROSA,RCV1,2022,89
ROSA,ROTAC,2022,80
ROSA,BCG,2023,91
ROSA,DTP1,2023,93
ROSA,DTP3,2023,90
ROSA,HEPB3,2023,90
ROSA,HEPBB,2023,51
ROSA,HIB3,2023,90
ROSA,IPV1,2023,89
ROSA,IPV2,2023,18
ROSA,MCV1,2023,90
ROSA,MCV2,2023,87
ROSA,PCV3,2023,83
ROSA,POL3,2023,90
ROSA,RCV1,2023,88
ROSA,ROTAC,2023,79
WCAR,BCG,2000,61
WCAR,DTP1,2000,57
WCAR,DTP3,2000,42
WCAR,HEPB3,2000,0
WCAR,HEPBB,2000,0
WCAR,HIB3,2000,0
WCAR,MCV1,2000,45
WCAR,MCV2,2000,0
WCAR,POL3,2000,44
WCAR,RCV1,2000,0
WCAR,YFV,2000,12
WCAR,BCG,2001,57
WCAR,DTP1,2001,56
WCAR,DTP3,2001,40
WCAR,HEPB3,2001,1
WCAR,HEPBB,2001,0
WCAR,HIB3,2001,0
WCAR,MCV1,2001,43
WCAR,MCV2,2001,0
WCAR,POL3,2001,45
WCAR,RCV1,2001,0
WCAR,YFV,2001,13
WCAR,BCG,2002,57
WCAR,DTP1,2002,58
WCAR,DTP3,2002,42
WCAR,HEPB3,2002,7
WCAR,HEPBB,2002,0
WCAR,HIB3,2002,4
WCAR,MCV1,2002,44
WCAR,MCV2,2002,0
WCAR,POL3,2002,50
WCAR,RCV1,2002,0
WCAR,YFV,2002,17
WCAR,BCG,2003,60
WCAR,DTP1,2003,60
WCAR,DTP3,2003,46
WCAR,HEPB3,2003,12
WCAR,HEPBB,2003,0
WCAR,HIB3,2003,4
WCAR,MCV1,2003,48
WCAR,MCV2,2003,0
WCAR,POL3,2003,53
WCAR,RCV1,2003,0
WCAR,YFV,2003,20
WCAR,BCG,2004,64
WCAR,DTP1,2004,63
WCAR,DTP3,2004,51
WCAR,HEPB3,2004,14
WCAR,HEPBB,2004,0
WCAR,HIB3,2004,4
WCAR,MCV1,2004,52
WCAR,MCV2,2004,0
WCAR,POL3,2004,56
WCAR,RCV1,2004,0
WCAR,YFV,2004,37
WCAR,BCG,2005,68
WCAR,DTP1,2005,66
WCAR,DTP3,2005,55
WCAR,HEPB3,2005,27
WCAR,HEPBB,2005,0
WCAR,HIB3,2005,6
WCAR,MCV1,2005,56
WCAR,MCV2,2005,0
WCAR,POL3,2005,60
WCAR,RCV1,2005,0
WCAR,YFV,2005,49
WCAR,BCG,2006,70
WCAR,DTP1,2006,68
WCAR,DTP3,2006,58
WCAR,HEPB3,2006,34
WCAR,HEPBB,2006,1
WCAR,HIB3,2006,12
WCAR,MCV1,2006,58
WCAR,MCV2,2006,0
WCAR,POL3,2006,61
WCAR,RCV1,2006,0
WCAR,ROTAC,2006,0
WCAR,YFV,2006,54
WCAR,BCG,2007,72
WCAR,DTP1,2007,70
WCAR,DTP3,2007,60
WCAR,HEPB3,2007,54
WCAR,HEPBB,2007,1
WCAR,HIB3,2007,15
WCAR,MCV1,2007,58
WCAR,MCV2,2007,0
WCAR,POL3,2007,64
WCAR,RCV1,2007,0
WCAR,ROTAC,2007,0
WCAR,YFV,2007,58
WCAR,BCG,2008,77
WCAR,DTP1,2008,75
WCAR,DTP3,2008,65
WCAR,HEPB3,2008,55
WCAR,HEPBB,2008,4
WCAR,HIB3,2008,18
WCAR,MCV1,2008,62
WCAR,MCV2,2008,0
WCAR,PCV3,2008,0
WCAR,POL3,2008,67
WCAR,RCV1,2008,0
WCAR,ROTAC,2008,0
WCAR,YFV,2008,58
WCAR,BCG,2009,82
WCAR,DTP1,2009,79
WCAR,DTP3,2009,70
WCAR,HEPB3,2009,69
WCAR,HEPBB,2009,8
WCAR,HIB3,2009,45
WCAR,MCV1,2009,68
WCAR,MCV2,2009,0
WCAR,PCV3,2009,0
WCAR,POL3,2009,71
WCAR,RCV1,2009,0
WCAR,ROTAC,2009,0
WCAR,YFV,2009,66
WCAR,BCG,2010,76
WCAR,DTP1,2010,73
WCAR,DTP3,2010,65
WCAR,HEPB3,2010,63
WCAR,HEPBB,2010,11
WCAR,HIB3,2010,44
WCAR,MCV1,2010,65
WCAR,MCV2,2010,0
WCAR,PCV3,2010,0
WCAR,POL3,2010,66
WCAR,RCV1,2010,0
WCAR,ROTAC,2010,0
WCAR,YFV,2010,60
WCAR,BCG,2011,70
WCAR,DTP1,2011,72
WCAR,DTP3,2011,63
WCAR,HEPB3,2011,62
WCAR,HEPBB,2011,11
WCAR,HIB3,2011,45
WCAR,MCV1,2011,62
WCAR,MCV2,2011,0
WCAR,PCV3,2011,6
WCAR,POL3,2011,61
WCAR,RCV1,2011,0
WCAR,ROTAC,2011,0
WCAR,YFV,2011,52
WCAR,BCG,2012,73
WCAR,DTP1,2012,71
WCAR,DTP3,2012,62
WCAR,HEPB3,2012,62
WCAR,HEPBB,2012,11
WCAR,HIB3,2012,50
WCAR,MCV1,2012,61
WCAR,MCV2,2012,3
WCAR,PCV3,2012,16
WCAR,POL3,2012,62
WCAR,RCV1,2012,0
WCAR,ROTAC,2012,2
WCAR,YFV,2012,52
WCAR,BCG,2013,70
WCAR,DTP1,2013,69
WCAR,DTP3,2013,62
WCAR,HEPB3,2013,62
WCAR,HEPBB,2013,11
WCAR,HIB3,2013,55
WCAR,MCV1,2013,60
WCAR,MCV2,2013,3
WCAR,PCV3,2013,20
WCAR,POL3,2013,60
WCAR,RCV1,2013,6
WCAR,ROTAC,2013,4
WCAR,YFV,2013,58
WCAR,BCG,2014,71
WCAR,DTP1,2014,70
WCAR,DTP3,2014,62
WCAR,HEPB3,2014,62
WCAR,HEPBB,2014,11
WCAR,HIB3,2014,62
WCAR,MCV1,2014,60
WCAR,MCV2,2014,5
WCAR,PCV3,2014,30
WCAR,POL3,2014,61
WCAR,RCV1,2014,6
WCAR,ROTAC,2014,14
WCAR,YFV,2014,55
WCAR,BCG,2015,72
WCAR,DTP1,2015,71
WCAR,DTP3,2015,62
WCAR,HEPB3,2015,62
WCAR,HEPBB,2015,11
WCAR,HIB3,2015,62
WCAR,IPV1,2015,30
WCAR,MCV1,2015,60
WCAR,MCV2,2015,8
WCAR,PCV3,2015,53
WCAR,POL3,2015,62
WCAR,RCV1,2015,9
WCAR,ROTAC,2015,20
WCAR,YFV,2015,57
WCAR,BCG,2016,77
WCAR,DTP1,2016,76
WCAR,DTP3,2016,67
WCAR,HEPB3,2016,67
WCAR,HEPBB,2016,13
WCAR,HIB3,2016,67
WCAR,IPV1,2016,48
WCAR,MCV1,2016,62
WCAR,MCV2,2016,10
WCAR,MENGA,2016,1
WCAR,PCV3,2016,61
WCAR,POL3,2016,66
WCAR,RCV1,2016,10
WCAR,ROTAC,2016,24
WCAR,YFV,2016,56
WCAR,BCG,2017,79
WCAR,DTP1,2017,77
WCAR,DTP3,2017,68
WCAR,HEPB3,2017,68
WCAR,HEPBB,2017,13
WCAR,HIB3,2017,68
WCAR,IPV1,2017,47
WCAR,MCV1,2017,64
WCAR,MCV2,2017,11
WCAR,MENGA,2017,10
WCAR,PCV3,2017,64
WCAR,POL3,2017,68
WCAR,RCV1,2017,13
WCAR,ROTAC,2017,27
WCAR,YFV,2017,60
WCAR,BCG,2018,80
WCAR,DTP1,2018,78
WCAR,DTP3,2018,70
WCAR,HEPB3,2018,70
WCAR,HEPBB,2018,17
WCAR,HIB3,2018,70
WCAR,IPV1,2018,62
WCAR,MCV1,2018,64
WCAR,MCV2,2018,12
WCAR,MENGA,2018,17
WCAR,PCV3,2018,65
WCAR,POL3,2018,69
WCAR,RCV1,2018,18
WCAR,ROTAC,2018,27
WCAR,YFV,2018,63
WCAR,BCG,2019,81
WCAR,DTP1,2019,80
WCAR,DTP3,2019,72
WCAR,HEPB3,2019,72
WCAR,HEPBB,2019,21
WCAR,HIB3,2019,72
WCAR,IPV1,2019,72
WCAR,MCV1,2019,65
WCAR,MCV2,2019,16
WCAR,MENGA,2019,27
WCAR,PCV3,2019,68
WCAR,POL3,2019,72
WCAR,RCV1,2019,19
WCAR,ROTAC,2019,28
WCAR,YFV,2019,64
WCAR,BCG,2020,81
WCAR,DTP1,2020,78
WCAR,DTP3,2020,69
WCAR,HEPB3,2020,69
WCAR,HEPBB,2020,24
WCAR,HIB3,2020,69
WCAR,IPV1,2020,70
WCAR,MCV1,2020,64
WCAR,MCV2,2020,29
WCAR,MENGA,2020,38
WCAR,PCV3,2020,65
WCAR,POL3,2020,69
WCAR,RCV1,2020,20
WCAR,ROTAC,2020,34
WCAR,YFV,2020,62
WCAR,BCG,2021,79
WCAR,DTP1,2021,78
WCAR,DTP3,2021,69
WCAR,HEPB3,2021,69
WCAR,HEPBB,2021,25
WCAR,HIB3,2021,69
WCAR,IPV1,2021,70
WCAR,IPV2,2021,6
WCAR,MCV1,2021,64
WCAR,MCV2,2021,30
WCAR,MENGA,2021,39
WCAR,PCV3,2021,63
WCAR,POL3,2021,68
WCAR,RCV1,2021,20
WCAR,ROTAC,2021,39
WCAR,YFV,2021,62
WCAR,BCG,2022,80
WCAR,DTP1,2022,79
WCAR,DTP3,2022,70
WCAR,HEPB3,2022,70
WCAR,HEPBB,2022,27
WCAR,HIB3,2022,70
WCAR,IPV1,2022,70
WCAR,IPV2,2022,25
WCAR,MCV1,2022,64
WCAR,MCV2,2022,31
WCAR,MENGA,2022,41
WCAR,PCV3,2022,64
WCAR,POL3,2022,68
WCAR,RCV1,2022,20
WCAR,ROTAC,2022,45
WCAR,YFV,2022,62
WCAR,BCG,2023,81
WCAR,DTP1,2023,79
WCAR,DTP3,2023,69
WCAR,HEPB3,2023,69
WCAR,HEPBB,2023,28
WCAR,HIB3,2023,69
WCAR,IPV1,2023,70
WCAR,IPV2,2023,40
WCAR,MCV1,2023,64
WCAR,MCV2,2023,40
WCAR,MENGA,2023,42
WCAR,PCV3,2023,64
WCAR,POL3,2023,68
WCAR,RCV1,2023,20
WCAR,ROTAC,2023,56
WCAR,YFV,2023,62
